CO,Benzene,NO2,Temperature,Humidity(%),Datetime
2.1,10.6,127,14.6,46.5,2004-11-25 12:00:00
1.7,8.1,126,20.1,32.9,2005-03-14 14:00:00
3.2,16.4,152,28.5,31.7,2004-06-23 10:00:00
3.8,17.5,216,11.0,51.4,2005-12-02 14:00:00
0.4,4.1,53,21.3,45.5,2004-07-18 07:00:00
2.1,12.3,130,37.2,25.5,2004-06-29 14:00:00
2.1,14.7,129,41.1,16.5,2004-07-23 17:00:00
1.5,6.0,153,3.9,51.6,2005-03-02 01:00:00
1.7,4.0,157,5.8,59.6,2005-05-03 02:00:00
2.1,7.0,79,14.5,42.0,2004-04-25 23:00:00
3.6,16.1,288,5.2,48.3,2005-02-16 08:00:00
-200.0,14.3,135,30.2,30.8,2004-07-19 21:00:00
6.1,30.3,167,10.8,77.2,2004-11-24 18:00:00
2.5,15.0,112,32.2,30.4,2004-07-22 21:00:00
-200.0,4.0,-200,17.7,70.3,2004-04-10 05:00:00
-200.0,8.0,-200,14.9,74.7,2004-10-19 01:00:00
5.9,31.0,183,11.3,50.9,2004-08-11 18:00:00
1.3,5.6,118,13.2,64.2,2005-09-01 02:00:00
1.5,7.1,88,17.0,43.3,2004-05-16 01:00:00
1.1,7.0,120,12.0,38.7,2005-02-14 13:00:00
1.2,4.4,111,13.3,51.4,2005-03-17 01:00:00
-200.0,4.1,-200,21.7,73.2,2004-06-08 03:00:00
1.8,5.3,179,5.8,36.4,2005-06-02 20:00:00
1.6,10.0,72,17.7,56.9,2004-05-05 17:00:00
2.5,15.6,141,33.3,27.8,2004-06-18 11:00:00
-200.0,23.1,-200,23.0,61.8,2004-10-20 10:00:00
4.2,18.0,140,12.7,77.5,2004-11-27 01:00:00
2.1,9.7,143,22.1,27.6,2005-03-15 13:00:00
3.6,9.7,216,5.0,66.6,2005-12-02 02:00:00
-200.0,7.1,-200,27.9,43.1,2004-08-28 20:00:00
1.7,6.1,169,8.5,45.8,2005-02-20 01:00:00
3.6,24.3,104,22.6,61.4,2004-10-21 08:00:00
3.2,14.7,185,15.0,57.6,2005-03-19 20:00:00
-200.0,17.7,-200,35.3,16.8,2004-07-28 18:00:00
-200.0,2.5,-200,21.7,55.4,2004-12-09 06:00:00
3.5,16.1,148,23.1,27.2,2004-05-14 20:00:00
1.8,9.8,70,25.7,50.7,2004-01-08 01:00:00
1.3,6.1,156,5.0,54.5,2005-05-03 08:00:00
-200.0,3.3,36,27.1,47.4,2004-03-08 02:00:00
1.5,10.3,83,36.1,22.1,2004-06-19 13:00:00
0.5,1.6,37,24.5,56.9,2004-07-25 08:00:00
0.4,0.5,-200,11.5,50.4,2004-08-11 03:00:00
-200.0,6.4,87,31.7,25.6,2004-07-27 14:00:00
4.0,13.6,195,7.8,50.8,2005-02-25 20:00:00
3.4,19.3,149,28.8,26.3,2004-05-19 17:00:00
1.3,6.9,91,16.3,57.0,2004-05-14 02:00:00
1.2,2.9,124,6.4,70.7,2005-02-21 23:00:00
6.1,31.0,174,14.7,59.8,2005-03-21 09:00:00
4.2,21.2,132,22.8,32.1,2004-01-04 18:00:00
3.8,22.0,169,26.9,25.7,2004-04-23 11:00:00
-200.0,7.9,-200,17.0,50.8,2004-04-17 22:00:00
2.3,18.0,223,12.1,55.3,2005-01-21 18:00:00
0.4,2.2,-200,23.8,57.5,2004-08-15 03:00:00
-200.0,7.4,-200,20.1,64.4,2004-07-10 06:00:00
1.4,6.0,69,27.8,35.6,2004-08-25 20:00:00
1.2,7.9,112,20.8,33.2,2004-05-29 20:00:00
1.6,6.0,100,14.9,53.4,2004-09-12 13:00:00
0.9,1.6,95,6.9,35.6,2005-01-30 13:00:00
0.5,4.6,66,16.5,53.5,2004-05-22 06:00:00
1.7,7.0,-200,29.3,20.4,2004-05-09 19:00:00
4.2,22.7,212,37.6,14.5,2004-09-09 17:00:00
2.1,8.7,153,21.7,35.1,2005-03-19 16:00:00
2.8,13.7,122,28.3,34.5,2004-06-24 20:00:00
1.8,11.4,85,28.6,42.3,2004-07-31 22:00:00
1.7,9.1,88,25.8,19.5,2004-05-17 13:00:00
2.2,9.1,116,14.7,57.6,2004-03-19 22:00:00
-200.0,20.8,-200,13.3,70.4,2004-10-18 07:00:00
3.1,18.3,87,20.2,67.4,2004-11-10 13:00:00
0.6,1.6,66,10.6,70.8,2005-03-22 05:00:00
-200.0,7.0,-200,17.4,58.9,2004-04-18 16:00:00
3.4,16.8,126,21.2,50.8,2004-04-24 20:00:00
6.2,37.9,118,16.5,69.3,2004-05-11 09:00:00
2.8,15.7,123,26.7,35.4,2004-08-06 21:00:00
1.6,12.0,75,20.5,66.9,2004-01-06 22:00:00
-200.0,13.3,-200,21.1,62.8,2004-02-10 08:00:00
-200.0,2.8,-200,14.6,53.0,2004-04-23 03:00:00
0.4,1.9,-200,10.7,64.4,2004-04-14 03:00:00
-200.0,3.9,-200,19.3,46.6,2004-04-17 14:00:00
1.6,7.3,87,18.5,36.7,2004-03-22 11:00:00
3.0,23.5,235,7.8,49.0,2004-11-22 13:00:00
-200.0,3.8,78,22.8,34.7,2004-07-28 02:00:00
3.2,13.0,158,11.0,78.2,2005-02-13 10:00:00
1.8,10.4,123,39.5,15.6,2004-05-07 14:00:00
0.9,4.2,-200,27.1,33.3,2004-05-09 03:00:00
3.3,20.2,99,13.5,51.5,2005-01-21 16:00:00
0.5,1.9,53,11.9,57.4,2004-03-17 06:00:00
0.7,-200.0,92,-200.0,-200.0,2005-09-02 05:00:00
-200.0,9.9,-200,14.1,56.2,2004-08-05 21:00:00
1.3,5.1,69,8.3,64.9,2004-03-28 04:00:00
5.0,24.5,159,6.8,74.8,2005-01-14 08:00:00
-200.0,10.6,111,28.4,24.7,2004-07-27 19:00:00
2.3,12.7,96,18.0,37.1,2004-07-04 17:00:00
0.8,5.6,63,24.8,50.6,2004-02-07 06:00:00
-200.0,26.7,-200,28.0,52.7,2004-09-14 17:00:00
1.5,6.6,80,19.6,30.9,2004-04-26 12:00:00
1.0,-200.0,74,-200.0,-200.0,2004-12-16 05:00:00
1.0,2.4,82,2.4,71.9,2005-02-01 06:00:00
0.3,0.6,31,10.7,36.1,2004-11-15 02:00:00
0.9,4.8,45,20.0,66.7,2004-10-24 08:00:00
6.7,21.5,175,10.2,58.3,2004-12-24 18:00:00
2.5,11.2,129,16.1,35.0,2004-10-04 19:00:00
-200.0,1.0,-200,9.0,75.8,2004-12-29 04:00:00
4.4,22.7,160,27.5,24.7,2004-05-18 18:00:00
1.5,-200.0,88,-200.0,-200.0,2005-10-02 05:00:00
2.6,-200.0,90,-200.0,-200.0,2004-08-26 08:00:00
1.0,5.6,41,22.2,53.9,2004-08-17 06:00:00
0.2,1.2,-200,21.2,32.9,2004-05-18 03:00:00
4.3,21.5,183,11.5,60.9,2004-12-13 20:00:00
-200.0,10.7,113,35.3,15.0,2004-07-28 15:00:00
-200.0,4.3,42,15.0,77.9,2004-10-26 04:00:00
2.2,9.4,112,16.7,47.2,2004-12-05 20:00:00
-200.0,2.5,-200,18.8,65.3,2004-05-10 04:00:00
-200.0,4.4,105,5.9,72.7,2005-01-24 00:00:00
1.9,-200.0,155,-200.0,-200.0,2005-01-28 20:00:00
1.3,4.3,98,10.0,70.9,2005-07-01 00:00:00
1.4,5.6,93,20.3,28.5,2004-05-16 23:00:00
0.6,0.8,37,8.8,62.9,2004-12-20 05:00:00
3.4,23.5,102,24.7,49.5,2004-06-29 07:00:00
2.0,10.5,125,34.2,31.8,2004-01-07 11:00:00
2.6,9.4,157,7.4,36.5,2004-12-21 10:00:00
-200.0,4.6,-200,12.5,30.3,2004-12-30 13:00:00
1.7,11.0,60,26.4,61.7,2004-12-08 07:00:00
-200.0,2.3,55,25.8,50.9,2004-03-08 04:00:00
1.4,6.1,175,5.3,80.2,2005-02-25 07:00:00
0.3,0.2,31,2.8,52.6,2005-02-28 06:00:00
4.3,15.4,178,15.9,56.6,2005-03-21 10:00:00
1.9,9.8,93,34.7,22.6,2004-06-25 13:00:00
3.5,9.2,121,13.9,76.7,2004-08-12 21:00:00
0.8,2.5,62,18.6,62.1,2005-03-27 14:00:00
2.1,7.3,156,4.4,82.0,2005-03-03 23:00:00
2.2,7.7,142,8.9,34.5,2004-12-21 15:00:00
3.6,16.0,134,19.4,47.1,2004-07-12 14:00:00
-200.0,8.4,-200,22.0,55.8,2004-12-09 02:00:00
3.1,15.8,148,25.5,34.8,2004-09-29 13:00:00
1.2,-200.0,83,-200.0,-200.0,2004-12-15 07:00:00
2.7,13.4,129,13.1,54.8,2004-03-23 12:00:00
0.5,1.2,-200,11.0,70.0,2004-03-23 03:00:00
1.2,5.7,81,18.0,40.5,2004-05-15 01:00:00
3.1,15.7,139,16.8,70.3,2004-03-12 13:00:00
1.1,-200.0,71,-200.0,-200.0,2004-06-20 16:00:00
0.7,4.3,61,35.0,22.4,2004-08-13 16:00:00
-200.0,6.5,-200,16.0,47.9,2004-05-27 06:00:00
2.9,14.3,124,27.3,37.5,2004-06-17 20:00:00
-200.0,5.0,-200,10.2,74.0,2004-04-19 22:00:00
2.7,15.2,91,21.1,64.0,2004-11-10 12:00:00
3.1,13.7,108,17.7,66.9,2004-04-30 23:00:00
0.8,4.5,39,24.9,57.3,2004-08-08 02:00:00
0.3,6.2,-200,17.8,44.8,2004-05-30 03:00:00
1.9,6.6,184,4.6,39.4,2005-01-27 08:00:00
1.1,-200.0,127,-200.0,-200.0,2005-08-02 22:00:00
-200.0,10.1,-200,28.1,40.4,2004-02-09 22:00:00
1.3,-200.0,117,-200.0,-200.0,2005-04-01 00:00:00
-200.0,1.5,-200,9.3,44.0,2004-12-30 03:00:00
2.7,12.6,116,16.3,73.2,2004-04-30 10:00:00
1.9,10.4,93,27.1,54.7,2004-08-08 22:00:00
-200.0,19.5,-200,25.3,30.0,2004-03-06 19:00:00
2.7,11.8,96,6.5,71.6,2004-03-13 08:00:00
0.5,1.4,67,12.5,57.3,2004-12-27 06:00:00
0.5,1.8,35,14.1,61.6,2004-06-04 04:00:00
0.7,1.4,91,4.6,38.1,2005-01-27 07:00:00
1.4,6.6,65,38.7,25.8,2004-11-08 16:00:00
3.9,21.3,96,19.1,72.0,2004-04-11 22:00:00
-200.0,7.3,51,20.8,64.8,2004-03-06 00:00:00
5.1,27.2,186,16.8,48.4,2004-12-14 16:00:00
1.4,3.9,120,12.6,30.6,2005-02-27 12:00:00
-200.0,35.6,149,26.4,46.3,2004-07-22 08:00:00
2.8,14.5,113,19.6,69.7,2004-10-27 15:00:00
5.6,30.3,204,28.5,37.2,2004-09-21 18:00:00
1.1,5.2,120,13.0,27.4,2005-02-14 16:00:00
0.4,3.9,145,10.2,55.8,2005-12-03 01:00:00
2.2,13.4,102,21.5,39.7,2004-10-05 14:00:00
-200.0,0.5,-200,14.4,57.6,2004-10-13 03:00:00
-200.0,2.3,-200,15.9,62.1,2004-10-17 07:00:00
-200.0,1.6,68,12.3,51.8,2005-03-13 07:00:00
0.6,3.3,44,22.6,63.4,2004-07-08 06:00:00
5.0,18.2,190,8.2,75.2,2005-01-14 21:00:00
-200.0,7.2,-200,16.2,69.1,2004-10-19 00:00:00
1.6,6.5,96,16.2,50.2,2004-05-13 00:00:00
1.1,3.6,86,11.8,80.7,2004-11-30 07:00:00
0.3,3.0,60,22.0,31.9,2004-05-30 09:00:00
2.0,11.9,74,23.9,59.2,2004-10-10 01:00:00
1.0,5.9,68,29.6,37.7,2004-04-07 10:00:00
3.1,16.7,166,7.6,40.1,2004-12-21 18:00:00
2.2,11.1,-200,26.3,34.1,2004-07-09 21:00:00
-200.0,13.7,129,41.7,12.5,2004-07-20 14:00:00
-200.0,12.1,-200,16.5,56.2,2004-12-10 18:00:00
5.3,25.3,207,12.8,46.2,2005-09-03 19:00:00
3.5,21.1,114,21.3,61.6,2004-09-24 07:00:00
1.7,7.4,119,13.1,68.7,2005-10-01 01:00:00
1.5,9.2,77,30.7,38.7,2004-01-08 20:00:00
2.0,9.4,88,17.1,37.4,2004-03-25 17:00:00
1.7,8.6,107,15.5,52.9,2004-03-17 00:00:00
9.3,-200.0,248,-200.0,-200.0,2004-12-14 18:00:00
0.9,7.2,79,28.4,32.5,2004-08-07 01:00:00
2.0,9.7,203,6.9,52.8,2005-01-24 09:00:00
0.9,4.3,142,7.2,35.0,2005-05-02 18:00:00
1.6,10.4,101,24.3,38.5,2004-11-09 00:00:00
-200.0,1.2,-200,19.2,51.1,2004-04-06 05:00:00
-200.0,6.6,-200,16.3,49.7,2004-04-23 01:00:00
0.4,1.7,28,23.4,64.4,2004-07-25 06:00:00
0.6,3.1,-200,14.9,65.7,2004-12-05 03:00:00
0.5,1.7,53,13.9,63.8,2004-12-11 06:00:00
2.4,9.1,103,11.9,80.7,2004-11-27 04:00:00
1.9,9.6,104,26.2,39.7,2004-05-07 23:00:00
2.3,8.4,99,17.2,59.3,2004-02-05 00:00:00
-200.0,1.6,26,19.6,47.7,2004-05-20 04:00:00
1.7,8.4,98,20.0,45.6,2004-06-06 23:00:00
0.3,0.7,26,9.8,51.3,2004-11-14 04:00:00
1.9,8.6,115,18.0,42.7,2004-09-26 22:00:00
1.2,6.0,67,35.5,29.8,2004-07-08 12:00:00
1.7,9.3,63,39.6,24.3,2004-08-19 17:00:00
1.5,9.9,77,26.2,49.4,2004-01-07 01:00:00
1.2,4.1,118,17.8,30.7,2005-03-04 09:00:00
-200.0,10.4,101,41.4,14.2,2004-07-20 16:00:00
1.7,6.3,130,6.1,50.3,2005-01-16 09:00:00
1.7,8.7,112,9.0,70.1,2004-12-13 23:00:00
1.0,3.4,97,5.0,82.5,2005-02-25 04:00:00
2.9,14.3,103,8.1,56.8,2004-03-29 07:00:00
4.1,18.0,229,9.9,63.2,2005-02-13 00:00:00
-200.0,18.0,-200,22.0,59.3,2004-03-09 07:00:00
5.9,23.3,177,12.0,67.5,2005-12-01 21:00:00
4.5,21.8,164,24.6,25.1,2004-05-14 19:00:00
1.8,7.9,137,20.9,42.5,2005-03-30 11:00:00
0.4,3.8,134,13.2,55.9,2005-03-14 00:00:00
1.2,4.6,85,9.7,50.4,2004-03-26 22:00:00
1.1,5.0,81,20.7,49.7,2004-09-18 08:00:00
0.5,3.6,-200,24.8,58.7,2004-01-08 03:00:00
2.6,11.9,126,13.0,70.0,2005-10-01 22:00:00
3.1,14.5,129,11.3,71.3,2004-07-04 19:00:00
-200.0,17.6,129,33.0,28.2,2004-07-26 18:00:00
0.3,1.5,23,23.3,41.9,2004-08-16 04:00:00
0.4,0.9,73,-1.3,46.3,2005-02-03 05:00:00
2.2,11.3,135,14.2,54.1,2005-01-13 13:00:00
5.0,26.6,139,21.3,61.9,2004-10-28 16:00:00
5.4,24.0,243,4.6,80.3,2005-02-22 09:00:00
2.0,9.5,149,7.9,73.5,2004-10-11 09:00:00
2.2,13.1,81,20.2,65.2,2004-01-06 23:00:00
2.1,16.1,136,12.8,71.8,2005-10-01 10:00:00
0.9,5.6,72,23.5,47.6,2004-06-19 07:00:00
3.5,18.1,173,26.4,41.9,2004-09-20 10:00:00
1.5,10.2,139,32.4,19.1,2004-09-07 16:00:00
1.7,11.0,117,38.8,20.7,2004-02-07 14:00:00
0.4,2.8,41,22.6,43.0,2004-03-07 04:00:00
0.8,2.0,66,14.7,67.3,2004-09-12 02:00:00
0.7,4.2,54,41.8,11.9,2004-06-27 15:00:00
-200.0,1.8,54,12.4,72.5,2005-10-01 05:00:00
5.6,26.5,169,25.8,46.9,2004-01-10 17:00:00
2.7,13.0,112,11.7,57.1,2004-03-23 19:00:00
2.7,12.3,106,10.8,57.6,2004-10-11 17:00:00
-200.0,1.0,-200,23.9,47.4,2004-06-09 04:00:00
0.5,1.4,96,-1.2,47.2,2005-02-03 06:00:00
1.6,6.9,180,10.5,33.4,2005-08-02 11:00:00
2.4,8.7,102,15.9,43.5,2004-03-30 20:00:00
1.5,8.9,62,24.9,56.0,2004-09-10 22:00:00
1.9,15.9,89,21.6,61.8,2004-01-06 12:00:00
-200.0,7.2,-200,25.8,49.6,2004-02-10 14:00:00
0.7,3.7,-200,26.8,51.9,2004-06-30 03:00:00
-200.0,7.8,72,24.7,32.1,2004-07-29 01:00:00
2.7,-200.0,245,-200.0,-200.0,2005-09-02 09:00:00
4.0,-200.0,169,-200.0,-200.0,2004-12-15 13:00:00
-200.0,9.7,-200,21.5,41.2,2004-10-14 12:00:00
1.1,5.0,57,27.3,45.7,2004-07-24 22:00:00
1.6,4.3,130,18.6,42.6,2005-03-20 12:00:00
0.8,6.0,-200,25.8,46.6,2004-07-24 03:00:00
1.2,6.0,61,33.4,27.8,2004-06-24 14:00:00
-200.0,6.8,-200,14.5,77.2,2004-04-18 10:00:00
1.5,8.0,96,20.9,54.8,2004-05-06 08:00:00
3.7,21.5,156,23.0,26.8,2004-03-18 18:00:00
2.9,14.4,129,15.4,59.6,2004-11-24 14:00:00
-200.0,4.6,36,18.9,79.0,2004-03-06 02:00:00
0.9,4.7,58,28.0,43.4,2004-08-14 09:00:00
0.8,2.9,50,18.2,74.7,2004-10-29 01:00:00
-200.0,4.9,-200,7.1,63.6,2004-09-11 00:00:00
-200.0,2.5,124,5.3,75.9,2005-01-19 11:00:00
4.9,25.3,116,21.2,67.4,2004-10-30 19:00:00
6.4,26.8,149,13.9,78.0,2004-04-16 19:00:00
5.5,18.1,178,11.4,62.9,2004-12-25 13:00:00
5.2,-200.0,217,-200.0,-200.0,2004-12-16 17:00:00
3.5,18.8,113,23.0,49.3,2004-09-16 18:00:00
0.5,2.8,48,20.8,64.9,2004-01-09 04:00:00
2.1,14.2,97,25.2,29.7,2004-10-05 16:00:00
4.1,18.7,116,13.8,61.1,2004-04-16 08:00:00
3.8,18.9,166,9.5,62.6,2005-03-17 08:00:00
3.3,19.4,100,19.5,57.7,2004-08-06 07:00:00
2.8,-200.0,127,-200.0,-200.0,2004-09-04 18:00:00
0.9,3.8,54,18.8,59.5,2004-09-19 04:00:00
1.3,5.5,81,18.4,65.8,2004-04-05 00:00:00
5.1,26.2,213,28.8,39.0,2004-09-22 18:00:00
0.9,13.7,144,5.7,80.5,2005-01-22 05:00:00
5.0,27.9,139,13.3,70.7,2004-02-12 09:00:00
2.5,10.2,120,8.5,76.9,2005-01-13 01:00:00
4.9,22.6,214,16.8,55.2,2004-11-18 19:00:00
2.2,9.3,204,8.1,64.8,2005-02-21 13:00:00
-200.0,14.5,135,30.9,34.2,2004-07-30 20:00:00
1.4,7.7,98,8.5,81.1,2004-11-23 06:00:00
2.5,12.2,121,19.7,36.7,2004-03-14 18:00:00
2.1,9.0,114,18.8,20.0,2004-10-12 14:00:00
0.3,2.2,37,19.0,52.8,2004-06-22 05:00:00
4.1,19.9,115,13.2,61.1,2004-03-31 08:00:00
2.1,16.5,145,41.9,14.8,2004-08-07 15:00:00
2.4,15.2,99,27.8,39.9,2004-07-24 00:00:00
-200.0,17.7,-200,23.0,60.2,2004-09-13 09:00:00
1.2,2.3,-200,14.9,65.3,2004-11-19 03:00:00
4.4,19.5,133,19.1,61.1,2004-04-30 20:00:00
2.9,13.4,107,17.4,48.6,2004-12-05 18:00:00
-200.0,5.0,-200,27.7,53.7,2004-08-20 01:00:00
-200.0,5.5,-200,9.1,32.5,2004-12-31 21:00:00
0.5,2.7,45,27.0,28.0,2004-06-06 14:00:00
1.3,4.9,124,21.0,37.3,2005-03-31 10:00:00
0.6,2.3,63,12.4,68.3,2004-07-12 05:00:00
0.3,0.7,16,19.5,46.3,2004-06-14 02:00:00
-200.0,6.6,-200,15.5,63.3,2004-04-18 22:00:00
2.9,15.1,253,6.6,43.7,2005-08-02 09:00:00
4.2,20.1,155,19.8,38.5,2004-03-15 11:00:00
2.9,14.2,172,22.8,24.6,2005-03-15 17:00:00
3.1,19.8,107,13.4,55.1,2005-03-24 08:00:00
2.1,7.3,101,13.3,63.6,2004-07-05 23:00:00
1.1,7.9,64,32.5,40.6,2004-06-08 17:00:00
-200.0,2.4,-200,14.8,63.3,2004-05-04 01:00:00
0.8,7.5,152,14.0,47.8,2005-12-03 19:00:00
4.9,25.1,234,5.5,66.1,2005-01-18 13:00:00
4.0,19.8,137,18.1,62.1,2004-02-12 16:00:00
-200.0,3.3,-200,20.1,65.3,2004-03-10 05:00:00
2.4,11.6,132,25.3,35.3,2004-09-18 19:00:00
-200.0,12.7,-200,27.3,20.5,2004-04-21 16:00:00
1.9,5.5,113,4.3,46.4,2004-12-23 01:00:00
-200.0,12.2,-200,28.0,21.0,2004-04-22 14:00:00
-200.0,28.6,-200,32.8,29.4,2004-02-09 19:00:00
0.4,5.0,122,3.3,58.0,2004-11-22 02:00:00
1.4,4.4,104,6.4,65.1,2004-12-03 07:00:00
-200.0,10.7,-200,16.9,54.8,2004-04-17 23:00:00
2.8,4.2,126,6.4,61.7,2005-02-26 18:00:00
0.4,2.5,25,23.6,49.2,2004-08-17 05:00:00
2.0,-200.0,126,-200.0,-200.0,2005-10-02 00:00:00
1.5,7.4,95,19.8,59.4,2004-05-06 07:00:00
4.3,6.5,146,14.2,27.7,2004-11-19 21:00:00
4.6,22.0,165,21.0,41.1,2004-05-19 09:00:00
4.2,15.5,196,4.3,84.0,2005-03-03 20:00:00
0.9,2.0,85,11.2,33.8,2005-06-03 11:00:00
1.5,8.7,56,16.1,76.3,2004-02-11 07:00:00
0.7,1.9,95,3.3,29.2,2005-01-03 12:00:00
1.7,8.7,90,36.9,20.9,2004-08-24 17:00:00
3.5,19.4,134,23.4,39.7,2004-04-24 19:00:00
-200.0,2.6,108,0.8,53.8,2005-06-02 04:00:00
1.9,10.2,92,26.6,47.6,2004-05-06 16:00:00
2.3,12.4,110,18.5,46.3,2004-03-20 18:00:00
2.3,7.4,125,8.6,43.6,2005-01-01 12:00:00
4.0,23.8,111,17.3,54.3,2004-07-13 07:00:00
-200.0,15.5,137,36.6,23.3,2004-07-30 18:00:00
2.1,14.6,135,42.2,14.6,2004-07-23 13:00:00
1.5,5.3,99,3.5,58.3,2005-01-01 06:00:00
3.3,21.5,177,39.2,14.5,2004-07-07 17:00:00
1.7,6.7,134,11.3,31.7,2005-02-18 15:00:00
3.0,17.8,150,26.6,30.3,2004-10-09 09:00:00
0.5,5.6,132,3.2,57.0,2004-11-21 09:00:00
0.4,2.3,-200,15.6,61.2,2004-04-29 03:00:00
0.7,1.5,81,8.0,53.8,2005-02-20 08:00:00
-200.0,3.4,-200,13.8,73.3,2004-04-19 02:00:00
3.4,20.9,122,22.4,37.9,2004-04-29 14:00:00
1.4,8.1,52,23.8,60.2,2004-10-10 02:00:00
-200.0,3.8,56,17.0,52.3,2004-07-11 04:00:00
-200.0,32.1,-200,23.2,55.4,2004-09-14 08:00:00
-200.0,2.3,-200,23.7,38.6,2004-07-19 03:00:00
0.3,2.6,-200,26.0,44.2,2004-06-29 03:00:00
2.4,14.0,129,24.5,34.3,2004-06-26 09:00:00
1.0,3.9,69,16.0,61.6,2004-11-29 23:00:00
1.5,5.7,121,12.6,67.9,2005-03-22 01:00:00
5.0,32.0,125,21.6,62.0,2004-10-25 16:00:00
-200.0,1.8,34,19.9,51.3,2004-12-07 04:00:00
1.8,9.7,58,29.8,51.1,2004-11-08 09:00:00
1.3,4.5,109,7.5,65.9,2005-10-03 01:00:00
4.5,25.5,126,19.6,58.3,2004-05-11 10:00:00
3.6,13.2,251,5.6,71.6,2005-02-22 19:00:00
-200.0,2.3,94,9.7,22.5,2004-11-20 04:00:00
-200.0,1.2,-200,10.9,67.5,2004-08-05 04:00:00
-200.0,6.1,87,15.5,59.9,2004-05-14 04:00:00
1.5,5.2,87,9.4,53.4,2004-03-27 00:00:00
-200.0,6.5,-200,29.6,35.4,2004-08-18 09:00:00
1.0,3.8,75,15.2,61.8,2004-11-13 06:00:00
-200.0,11.5,-200,10.5,79.0,2004-04-19 16:00:00
2.8,10.4,119,16.3,73.9,2004-09-24 18:00:00
1.7,8.5,99,23.6,50.0,2004-09-19 22:00:00
1.4,3.5,-200,12.6,62.7,2005-06-01 03:00:00
1.7,10.8,-200,24.6,42.8,2004-09-30 12:00:00
3.8,19.8,130,21.4,57.1,2004-06-11 16:00:00
1.4,6.7,136,2.9,75.6,2005-03-03 07:00:00
1.7,5.5,97,9.6,61.1,2004-03-26 00:00:00
0.1,3.3,82,19.9,36.6,2005-03-13 15:00:00
3.1,16.3,127,8.2,74.9,2005-01-13 08:00:00
1.0,5.8,34,37.1,27.2,2004-08-19 14:00:00
3.1,15.1,110,18.2,65.4,2004-04-30 21:00:00
3.3,11.8,166,10.8,52.1,2005-02-25 11:00:00
1.8,9.2,62,18.4,68.5,2004-05-11 01:00:00
1.1,4.5,148,0.9,64.6,2005-02-19 07:00:00
1.9,6.3,124,14.8,61.3,2005-03-20 22:00:00
1.9,12.7,110,34.4,22.5,2004-06-23 14:00:00
-200.0,5.6,-200,33.3,33.1,2004-08-18 12:00:00
-200.0,10.5,53,27.2,42.5,2004-02-06 18:00:00
0.7,5.8,127,10.7,37.2,2005-01-24 13:00:00
2.4,-200.0,113,-200.0,-200.0,2004-06-19 23:00:00
-200.0,3.9,-200,20.8,62.1,2004-09-14 03:00:00
2.0,9.3,95,31.2,41.9,2004-08-25 11:00:00
4.4,25.8,102,16.0,76.4,2004-10-28 08:00:00
3.0,12.3,215,10.9,25.7,2005-08-03 11:00:00
2.1,11.4,174,14.9,34.9,2005-03-02 15:00:00
4.8,25.9,206,35.8,22.1,2004-10-06 18:00:00
1.2,4.0,78,16.3,59.7,2004-11-29 22:00:00
1.9,-200.0,156,-200.0,-200.0,2005-10-02 07:00:00
1.7,9.0,110,35.2,24.8,2004-06-27 11:00:00
-200.0,3.4,-200,16.7,46.5,2004-04-23 02:00:00
1.5,6.6,63,20.7,68.4,2004-10-10 23:00:00
1.0,4.6,66,39.7,13.5,2004-07-17 15:00:00
1.6,9.1,97,30.1,23.5,2004-04-07 20:00:00
3.8,21.0,132,11.2,69.7,2004-03-23 09:00:00
-200.0,2.6,-200,8.7,81.5,2004-08-05 06:00:00
0.7,1.8,79,13.1,41.3,2005-02-04 22:00:00
1.6,4.7,104,13.3,66.4,2005-03-21 01:00:00
1.8,10.6,105,24.0,47.3,2004-06-18 00:00:00
2.5,11.0,169,26.8,17.9,2005-03-16 14:00:00
-200.0,3.6,84,1.8,61.7,2004-11-21 07:00:00
1.7,6.6,82,19.6,79.1,2004-10-10 16:00:00
0.6,1.6,79,4.1,48.1,2005-01-28 06:00:00
2.2,10.5,124,16.8,69.0,2005-03-26 01:00:00
2.1,13.4,102,19.9,65.3,2004-10-27 16:00:00
2.4,10.8,158,20.2,32.2,2005-03-14 16:00:00
2.3,13.1,116,32.7,34.5,2004-07-24 10:00:00
0.7,3.7,54,22.1,56.2,2004-06-24 06:00:00
3.4,18.2,173,15.7,48.8,2005-12-01 15:00:00
1.2,6.6,73,32.0,38.2,2004-08-14 19:00:00
-200.0,14.8,-200,19.2,71.3,2004-10-19 23:00:00
1.6,6.3,120,15.9,52.2,2005-06-01 11:00:00
-200.0,10.0,-200,21.8,41.9,2004-04-06 08:00:00
0.8,6.0,65,27.5,41.3,2004-06-29 01:00:00
0.3,0.8,28,19.1,52.7,2004-06-14 05:00:00
4.9,27.6,222,37.3,23.4,2004-09-06 18:00:00
2.0,11.1,125,40.3,14.2,2004-09-06 16:00:00
2.2,10.8,106,16.6,35.6,2004-03-24 14:00:00
1.7,8.3,96,20.2,38.6,2004-05-18 23:00:00
3.4,16.8,128,16.4,61.9,2004-02-12 13:00:00
-200.0,2.0,-200,11.3,67.6,2004-04-21 04:00:00
-200.0,7.2,-200,23.0,63.3,2004-09-13 00:00:00
4.6,24.2,151,20.7,55.5,2004-05-11 11:00:00
3.9,21.6,152,31.3,27.3,2004-06-23 18:00:00
